url	name	online_order	book_table	rate	votes	location	rest_type	cuisines	approx_cost(for two people)	listed_in(type)	sell_beverages	sell_chinese_food	sell_thai_food	sell_indian_food	sell_mediterranean_food	sell_fast_food	sell_desserts
https://www.zomato.com/bangalore/familiar-food-court-hsr?context=eyJzZSI6eyJlIjpbIjE4NTUzNDQ0IiwiMTg4NTU1NDkiLCIxODkyMjY3OCIsIjE4NjczOTE2IiwxODM1OTg5MSwiMTg5NjEwOTYiLCIxODk2NDE5NiIsIjUzMTQ0IiwiMTg2MTQ5NTkiLCIxODcwMzU2MiIsIjUwMDY4IiwiMTg2MjI0MTAiLCI1Mzg3NyIsIjE4MzU5ODc4IiwiMTg3MDM1ODciLCI1NzEzOCIsIjE4Njc5NTcxIiwiNTUzNjUiLCIxODUzODYyMSIsIjE4NjYyNjg2IiwiMTg5MjM2OTEiLCIxODI3ODIzNSJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gSFNSIn19	Familiar Food Court	No	No	2.6	43	HSR	Food Court	Mughlai, Chinese, North Indian, South Indian, Beverages		Dine-out	yes	yes	no	yes	no	no	no
https://www.zomato.com/bangalore/pizza-hut-kalyan-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4OTQzNDE4IiwiMTg1NjUwODciLCI1MzY4MyIsIjE4MTY1NzUyIiw1MDgwMywiMTgxNjU3NzQiLCIxODU1NDk2MCIsIjE4OTQ2Mjg3IiwiNTMyNTIiLCI2MDk1NyIsIjE4NzYyNTA2IiwiMTg3ODkyODgiLCIxODU3NDM1NCIsIjE4NDM1NjgxIiwiMTgyNjM0MDgiLCI1NTUyOSIsIjE4ODQ4ODM3Il0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBLYW1tYW5haGFsbGkifX0=	Pizza Hut	Yes	No	2.7 	442	Kalyan Nagar	Casual Dining	Pizza, Fast Food	750	Dine-out	no	no	no	no	no	yes	no
https://www.zomato.com/bangalore/havmor-banaswadi?context=eyJzZSI6eyJlIjpbIjE4NDk0MDcyIiwiMTg2MzIyNjAiLCIxODYzMzQ2MCIsIjE4NjM1MzA1IiwxODY0OTU0MiwiNTY1NDgiLCI1OTAxNCIsIjYxMjEzIiwiMTg3MTgyMTQiLCIxODc3MzQ2MyIsIjE4NzYxMTQyIiwiMTg3NjIyNTkiLCIxODgwNTY3NCIsIjE4NzUyODk3IiwiMTg4OTc1ODMiLCIxODkwMjc4MSIsIjE4MjU0NTgzIiwiMTgzODU0NDYiLCIxODc0NTAxNiIsIjE4NzEwMzczIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBLYWx5YW4gTmFnYXIifX0=	Havmor	Yes	No	3.1	27	Banaswadi	Takeaway, Delivery	Ice Cream, Desserts	200	Delivery	no	no	no	no	no	no	yes
https://www.zomato.com/bangalore/chaai-resto-new-bel-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzkzMDk3IiwiMTg3NDEwNTkiLCIxODc1ODk2NCIsIjE4NzYzOTQ4IiwxODgyMzYxMCwiMTg0MzA3NTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hbGxlc2h3YXJhbSJ9fQ==	Chaai Resto	Yes	No		0	New BEL Road	Beverage Shop, Quick Bites	Tea, Beverages, Fast Food	250	Delivery	yes	no	no	no	no	yes	no
https://www.zomato.com/bangalore/punjabi-tadka-3-whitefield?context=eyJzZSI6eyJlIjpbIjYwNjAwIiwiNTE2MjAiLCI1NDEzNiIsIjUyMzA2IiwxODUxOTI2MSwiMTg0NDMxMDciLCIxODU2ODI0NiIsIjE4MjA4MzUzIiwiNTIzMTIiLCIxODUxNDUwMiIsIjE4NjI3NjI0IiwiMTg2MDA1ODEiLCIxODcxNDA5NyIsIjE4NjM4NTYyIiwiMTg1NTYyOTIiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIFdoaXRlZmllbGQifX0=	Punjabi Tadka	No	No	3.2 	7	Whitefield	Quick Bites	North Indian, Chinese	400	Dine-out	no	yes	no	yes	no	no	no
https://www.zomato.com/bangalore/shree-upahara-veg-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzQ1Njg0IiwiMTg3NjI2NzkiLCIxODg1MTgwMiIsIjE4ODcyNzk3IiwxODg4MTQ3MiwiMTg4ODgxMDkiLCIxODg4ODM0MSIsIjE4NjM0MzE0IiwiMTg1OTg1NjQiLCIxODcyMDUzOCIsIjE4NzI3NTg2IiwiMTg5NDUyMzkiLCIxODUxNjkyNSIsIjE4NTU1MjI4IiwiMTgzOTQxMzIiLCIxODU2NTY4OSIsIjE4NTQxMjg1IiwiMTg5Mjc2MDEiLCIxODc3ODY4OCIsIjE4MjE2NjczIiwiMTgyNjAwNTkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==	Shree Upahara Veg	No	No		0	HSR	Quick Bites	South Indian	200	Delivery	no	no	no	yes	no	no	no
https://www.zomato.com/bangalore/luqma-restaurant-rt-nagar?context=eyJzZSI6eyJlIjpbIjE4NzE5MzM1IiwiMTg3MzI2NDUiLCI1MjgxMyIsIjE4MDgwNDEzIiwxODQ2NzIyMiwiMTg0MjI5MDgiLCI2MDYxNiIsIjU5MDA2IiwiMTgyMDgzNzMiLCIxODcxOTMwNSIsIjE4NzI0MDAxIiwiNTMzMDUiLCI1Mzg2NCIsIjU1NTc3IiwiNTQzNTgiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEZyYXplciBUb3duIn19	Luqma Restaurant	Yes	No	3.5	18	RT Nagar	Quick Bites	North Indian, Chinese, Arabian, Rolls	550	Dine-out	no	yes	no	yes	no	no	no
https://www.zomato.com/bangalore/bhukkad-1-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4ODk1MjQzIiwiMTg5NDU0NzIiLCI1MDk4NSIsIjUwMDQwIiwxODY0Mzc5NiwiMTg2NDMzMDYiLCIxODY1NDM3NiIsIjE4NTkzNDg1IiwiNTU2NzgiLCIxODY2MjY2MyIsIjE4NzgzNjk1IiwiMTg5NjM1MTAiLCIxODk2NTA4NCIsIjE4OTU5OTM0IiwiNjA0MDkiLCIxODk2NDExOSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSlAgTmFnYXIifX0=	Bhukkad	No	No	3.1	7	Bannerghatta Road	Quick Bites	Healthy Food, Fast Food	250	Delivery	no	no	no	no	no	yes	no
https://www.zomato.com/bangalore/calorie-express-btm?context=eyJzZSI6eyJlIjpbIjYwNTI4IiwiMTg2MDUzMzciLCIxODcyNzI3NyIsIjU4MTAxIiwxODU0NTg0MCwiMTg2NzgzODYiLCI1NjU2NyIsIjU2MDMyIiwiMTg2MjA4MTUiLCIxODcwNDc5NiIsIjU3OTk1IiwiNTg1MDYiLCIxODg3NTcyMiIsIjE4OTMzMjcwIiwiMTg3NDk2MDkiLCIxODU2OTE1NyIsIjE4Njc5NjgzIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBKUCBOYWdhciJ9fQ==	Calorie Express	Yes	No	3.6	192	BTM	Delivery	Healthy Food	450	Delivery	no	no	no	no	no	no	no
https://www.zomato.com/bangalore/mustard-food-court-koramangala-3rd-block?context=eyJzZSI6eyJlIjpbIjU1NjM2IiwiMTgzNDYzNDEiLCI2MTQ4MSIsIjE4ODkzOTYzIiw1ODc2MiwiMTg3Mjg5MDQiLCIxODY4ODE1MCIsIjUwMzYyIiwiNTE5NzIiLCI1NzI5NSIsIjE4NjY2MjQ3IiwiMTg2NTg0NjYiLCI1MjU1MyIsIjE4OTQxNDIyIiwiMTgwODk2OTciLCIxODMwNjAxNSIsIjE4Nzc0MzkxIiwiNTE2NjgiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDV0aCBCbG9jayJ9fQ==	Mustard Food Court	Yes	No	3.6 	165	Koramangala 3rd Block	Casual Dining	North Indian, Chinese	500	Dine-out	no	yes	no	yes	no	no	no
https://www.zomato.com/bangalore/puchkas-marathahalli?context=eyJzZSI6eyJlIjpbIjU0OTYzIiwiMTg1NDc2ODUiLCIxODU3NDQxOSIsIjE4OTYxNzMwIiw1NTQ1NywiMTg1OTc3MjkiLCIxODg5MjU3OCIsIjE4NTY3NjI3IiwiNTkzNDYiLCI1NTkyNiIsIjE4NjcxNjAzIiwiMTg5MDI1MjkiLCIxODQ5OTEwOCIsIjE4NzQ1NjAwIiwiMTg3OTY5MDgiLCI2MDY4MyIsIjE4NjE0Nzk4IiwiNTY4MzgiLCIxODgxMTEyMCIsIjE4OTA0NjU5IiwiMTg4OTM3MzMiLCI2MDQzNiJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gTWFyYXRoYWhhbGxpIn19	Puchkas	Yes	No	4.1 	685	Marathahalli	Quick Bites	Street Food, North Indian	200	Dine-out	no	no	no	yes	no	no	no
https://www.zomato.com/bangalore/mummy-dhaba-ulsoor?context=eyJzZSI6eyJlIjpbIjU4MzU4IiwiNTA5NTkiLCIxODYxNjAwMyIsIjUxNjAzIiwxODM3NDM0MiwiMTgzNjk4MTgiLCI1MjA1NiIsIjUxMDgxIiwiNTMyMTYiLCIxODM2OTg1MiIsIjE4NjMxMjIwIiwiNTEwMDMiLCI1NDEwOSIsIjU3NDM4IiwiNTM5NDIiLCI1NDY2MiIsIjUxNjU5IiwiMTg1NTUzNDAiLCI1MjEwNiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gRnJhemVyIFRvd24ifX0=	Mummy Dhaba	Yes	No	3.2	46	Ulsoor	Quick Bites	North Indian	300	Delivery	no	no	no	yes	no	no	no
https://www.zomato.com/bangalore/simhapuri-mess-airport-road?context=eyJzZSI6eyJlIjpbIjE4NjcxMTcwIiwiMTgzNTk5MTQiLCIxODY0MjAzNyIsIjU3NzMyIiw2MTA5NSwiMTgzNTY0MjciLCIxODM4NjI1MyIsIjU5OTExIiwiMTg2MTUyODAiLCI2MTE2NSIsIjU3NTQ5IiwiNTA3NTIiLCIxODQ0ODM1NiIsIjE4ODA3NTk2IiwiNTA4NDEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE9sZCBBaXJwb3J0IFJvYWQifX0=	Simhapuri Mess	No	No	3.8 	39	Old Airport Road	Mess	North Indian	300	Delivery	no	no	no	yes	no	no	no
https://www.zomato.com/bangalore/squeez-juice-bar-1-whitefield?context=eyJzZSI6eyJlIjpbIjE4Nzk1NTk3IiwiMTgzMDg3NjYiLCIxODczOTAzMyIsIjE4ODQ4NzI1Iiw1Njc3NSwiNTkwOTciLCI1OTQ5NSIsIjE4NTcwNzAyIiwiMTgyMzc5MTQiLCIxODY2NzE3NSIsIjE4NDUwODkzIiwiMTg1MTQwMTQiLCIxODYyMzAyOCIsIjE4NjIyMjc5IiwiMTg0NDMxMDMiLCIxODg5MDg1MCIsIjE4OTA0NTUzIiwiMTg5MjEwNzgiLCIxODk1NDI2OSJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gV2hpdGVmaWVsZCJ9fQ==	Squeez Juice Bar	No	No	3.8 	107	Whitefield	Food Court	Juices, Fast Food	400	Dine-out	yes	no	no	no	no	yes	no
https://www.zomato.com/bangalore/tandoor-de-naal-btm?context=eyJzZSI6eyJlIjpbIjE4NjQxOTUwIiwiMTg2NDc0ODMiLCIxODUxMTMwOSIsIjE4NTk4NzQyIiwxODYzMjE5NCwiMTg2NDk0NTciLCIxODg1NDYzMyIsIjE4NDUwODg4IiwiMTg1NTUxNDciLCIxODQ5MjU4NSIsIjE4NDgwMDUxIiwiMTg0MjY5ODciLCI1MTQzMiIsIjE4NjQyNjMwIiwiMTg3MjM5MzgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDV0aCBCbG9jayJ9fQ==	Tandoor-De-Naal	No	No	3.8 	35	BTM	Takeaway, Delivery	Fast Food	200	Delivery	no	no	no	no	no	yes	no
https://www.zomato.com/bangalore/pot-o-noodles-1-indiranagar-bangalore?context=eyJzZSI6eyJlIjpbIjYwMjAzIiwiNTAwNDEiLCIxODg4NTU1MCIsIjE4Nzg3NzgzIiwxODgxMjUzMiwiMTg3MzA4MDciLCI1OTY0OSIsIjUzNjY2IiwiNTI2MTUiLCI1MTExNyIsIjUyMDk0IiwiNTU0NjgiLCIxODcxNTk0MiIsIjUxMzkwIiwiMTg1OTgyMzMiLCIxODQ2NzIyNCIsIjUwODQxIiwiMTg4NDgyMzUiLCIxODY2NzQ3NyIsIjE4ODcyMzY3IiwiMTg0NDgzODAiLCIxODQzOTYzNSIsIjE4NTc1MTUwIiwiNTY2OTciXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEluZGlyYW5hZ2FyIn19	Pot-O-Noodles	No	No	4.5	60	Indiranagar	Casual Dining	Chinese, Asian, Japanese	800	Dine-out	no	yes	no	no	no	no	no
https://www.zomato.com/bangalore/infinitea-tea-room-tea-store-cunningham-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4Mzg1NDU0IiwiNTYyMDgiLCI1NDM3MyIsIjE4NTU1MzQwIiw1MDUxMCwiNTQwNTYiLCIxODY1MzQyNSIsIjUxNTc3IiwiMTg2Mjc2MTQiLCI1MDY3MiIsIjE4ODU4MDYyIiwiNTE4OTkiLCIxODYzMTU1MCIsIjUwNjQyIiwiMTg2MDc2OTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIFJlc2lkZW5jeSBSb2FkIn19	Infinitea Tea Room & Tea Store	Yes	Yes	4.2 	864	Cunningham Road	Casual Dining, Cafe	Continental, Cafe, Desserts, Salad, Momos	1,000	Delivery	yes	no	no	no	no	no	yes
https://www.zomato.com/bangalore/the-chevron-brigade-1-brigade-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjE2OTY5IiwiMTg1OTExNzAiLCI1NTk3MCIsIjUyMjAwIiwxODc5NDgyNywiMTg4ODAwNzQiLCIxODg1Njg2OSIsIjE4NDcyMzgzIiwiMTg5NTg1NzIiLCIxODk0NDQyNSIsIjU0MDA4IiwiMTg2Mjc2MTQiLCI1MzE4NSIsIjYxNTg2IiwiMTg2NjYxMjkiLCI1MDIzMiIsIjUwNTExIiwiNTczMDciLCIxODc5MTM0NyIsIjE4NjU4MzMyIiwiMTg0ODAwMjYiLCI1MTE0OSIsIjU2Mzk0Il0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBMYXZlbGxlIFJvYWQifX0=	The Chevron Brigade	No	No	3.3 	4	Brigade Road	Casual Dining	Fast Food, Biryani, Chinese	1,200	Dine-out	no	yes	no	yes	no	yes	no
https://www.zomato.com/bangalore/third-wave-coffee-roasters-koramangala-4th-block?context=eyJzZSI6eyJlIjpbIjE4ODQzNjk5IiwiMTg4Nzg2NzEiLCI1NTI2MCIsIjU5ODQwIiwxODM4MDgzMSwiMTg3MjgyMDMiLCIxODMwNTYyOCIsIjE4ODc4OTQ0IiwiMTg2MTIzNDgiLCIxODAyMjI2OSIsIjE4NjgyNjIzIiwiNTQ0MDciLCIxODQ2ODgxNSIsIjE4ODIxNTMyIiwiMTg1NTQ1NDgiXSwidCI6IkRlc3NlcnRzICYgQmFrZXMgaW4gS29yYW1hbmdhbGEgN3RoIEJsb2NrIn19	Third Wave Coffee Roasters	No	No	4.4 	1227	Koramangala 4th Block	Cafe	Cafe, Continental, Desserts	800	Desserts	yes	no	no	no	no	no	yes
https://www.zomato.com/bangalore/smallys-resto-cafe-koramangala-5th-block?context=eyJzZSI6eyJlIjpbIjE4NTcyODI4IiwiMTgyNjM0MjkiLCI1ODI3MyIsIjUzNTIwIiwxODQ2ODgzOSwiNTM1MzMiLCIxODQ3NjQzMyIsIjUyOTcxIiwiMTg2MzE3OTMiLCIxODYwOTAwNCIsIjE4ODQ4MDgzIiwiNTgzNDUiLCI1MDcyMyIsIjE4NTI1ODEwIiwiMTg3OTk1NDMiLCIxODMwNTc1NiIsIjUzOTMzIl0sInQiOiJEZXNzZXJ0cyAmIEJha2VzIGluIEtvcmFtYW5nYWxhIDZ0aCBCbG9jayJ9fQ==	Smally's Resto Cafe	Yes	Yes	4.2 	1705	Koramangala 5th Block	Cafe	Cafe, Italian, Burger, American, Steak	650	Desserts	yes	no	no	no	no	yes	no
https://www.zomato.com/bangalore/abs-absolute-barbecues-kalyan-nagar-bangalore?context=eyJzZSI6eyJlIjpbMTg2ODc2MzMsIjU4NjAzIiwiNTcwMzYiLCIxODc2NzMwMyIsIjE4NjY5MjcxIiwiMTgyNjM0MjAiLCIxODI2MzQxOCIsIjE4NjE3MTQyIiwiNTcxMTEiLCIxODM2NjY3NyIsIjUwNDc1Il0sInQiOiJSZXN0YXVyYW50cyBpbiBLYWx5YW4gTmFnYXIgc2VydmluZyBCdWZmZXQifX0=	AB's - Absolute Barbecues	No	Yes	4.6	1502	Kalyan Nagar	Casual Dining	European, Mediterranean, North Indian, BBQ	1,400	Buffet	no	no	no	yes	yes	no	no
https://www.zomato.com/bangalore/artinci-artisanal-ice-cream-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4OTI2NzkyIiwiMTg5MjM2OTEiLCIxODkyMjA4OSIsIjE4ODkwMDAxIiwxODg5NDczNywiMTg4OTUzODkiLCIxODg5NDc5MCIsIjE4ODk1ODQ5IiwiMTg4OTMyMzgiLCIxODg5OTcyNSIsIjE4OTAwNTU3IiwiMTg5MDA5ODIiLCIxODkwMTMxMSIsIjE4OTAyNzM2IiwiMTg3Mzg4NzIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==	Artinci Artisanal Ice Cream	Yes	No	3.5	7	HSR	Dessert Parlor	Ice Cream, Desserts	300	Delivery	no	no	no	no	no	no	yes
https://www.zomato.com/bangalore/baskin-robbins-koramangala-7th-block?context=eyJzZSI6eyJlIjpbIjE4NjMxNzkzIiwiMTg4MDc0NzciLCI1MzkzMyIsIjE4ODk5MDY1Iiw1MDA5MSwiMTg0NzY0MzMiLCIxODczNDAyNSIsIjE4MzkxMDMyIiwiMTg3ODU3NjUiLCI1MjczMSIsIjUxNTc2IiwiMTgzMDU3NTYiLCIxODg1MTc4OCIsIjU1MTE4IiwiMTg1NDEzNjgiXSwidCI6IkRlc3NlcnRzICYgQmFrZXMgaW4gS29yYW1hbmdhbGEgNHRoIEJsb2NrIn19	Baskin Robbins	No	No	4.1	77	Koramangala 7th Block	Dessert Parlor	Ice Cream, Desserts	250	Desserts	no	no	no	no	no	no	yes
